ReservoirName,RecordTime,WaterStorageRate
霧社水庫,2020-06-09,94.96
日月潭水庫,2020-06-09,96.85
湖山水庫,2020-06-09,63.78
仁義潭水庫,2020-06-09,65.17
白河水庫,2020-06-09,14.91
烏山頭水庫,2020-06-09,84.56
曾文水庫,2020-06-09,32.49
南化水庫,2020-06-09,77.9
阿公店水庫,2020-06-09,6.06
牡丹水庫,2020-06-09,58.13
石門水庫,2020-06-21,68.89
新山水庫,2020-06-21,95.21
翡翠水庫,2020-06-21,70.43
寶山第二水庫,2020-06-21,100.0
永和山水庫,2020-06-21,69.72
明德水庫,2020-06-21,93.55
鯉魚潭水庫,2020-06-21,82.85
德基水庫,2020-06-21,68.03
石岡壩,2020-06-21,33.41
霧社水庫,2020-06-21,83.12
日月潭水庫,2020-06-21,95.47
湖山水庫,2020-06-21,80.85
仁義潭水庫,2020-06-21,67.35
白河水庫,2020-06-21,14.91
烏山頭水庫,2020-06-21,80.11
曾文水庫,2020-06-21,34.67
南化水庫,2020-06-21,89.01
阿公店水庫,2020-06-21,3.48
牡丹水庫,2020-06-21,60.31
石門水庫,2020-08-06,53.07
新山水庫,2020-08-06,84.36
翡翠水庫,2020-08-06,62.17
寶山第二水庫,2020-08-06,74.12
永和山水庫,2020-08-06,55.65
明德水庫,2020-08-06,55.34
鯉魚潭水庫,2020-08-06,78.69
德基水庫,2020-08-06,66.84
石岡壩,2020-08-06,35.31
霧社水庫,2020-08-06,66.03
日月潭水庫,2020-08-06,98.67
湖山水庫,2020-08-06,99.58
仁義潭水庫,2020-08-06,91.37
白河水庫,2020-08-06,21.56
烏山頭水庫,2020-08-06,76.93
曾文水庫,2020-08-06,27.82
南化水庫,2020-08-06,96.38
牡丹水庫,2020-08-06,69.98
石門水庫,2020-08-12,52.38
新山水庫,2020-08-12,85.03
翡翠水庫,2020-08-12,60.19
寶山第二水庫,2020-08-12,72.96
永和山水庫,2020-08-12,54.06
明德水庫,2020-08-12,49.27
鯉魚潭水庫,2020-08-12,79.26
德基水庫,2020-08-12,68.29
石岡壩,2020-08-12,44.1
霧社水庫,2020-08-12,68.83
日月潭水庫,2020-08-12,96.04
湖山水庫,2020-08-12,99.46
仁義潭水庫,2020-08-12,95.03
白河水庫,2020-08-12,30.82
烏山頭水庫,2020-08-12,70.91
曾文水庫,2020-08-12,30.81
南化水庫,2020-08-12,96.81
阿公店水庫,2020-08-12,0.79
牡丹水庫,2020-08-12,73.4
石門水庫,2020-11-13,48.94
新山水庫,2020-11-13,90.21
翡翠水庫,2020-11-13,85.7
寶山第二水庫,2020-11-13,52.16
永和山水庫,2020-11-13,39.04
明德水庫,2020-11-13,18.96
鯉魚潭水庫,2020-11-13,46.59
德基水庫,2020-11-13,44.85
石岡壩,2020-11-13,43.81
霧社水庫,2020-11-13,13.47
日月潭水庫,2020-11-13,71.47
湖山水庫,2020-11-13,94.94
仁義潭水庫,2020-11-13,79.55
白河水庫,2020-11-13,7.67
烏山頭水庫,2020-11-13,71.85
曾文水庫,2020-11-13,23.54
南化水庫,2020-11-13,92.33
阿公店水庫,2020-11-13,100.0
牡丹水庫,2020-11-13,87.12
石門水庫,2020-02-19,63.46
新山水庫,2020-02-19,93.21
翡翠水庫,2020-02-19,84.55
寶山第二水庫,2020-02-19,50.21
永和山水庫,2020-02-19,45.72
明德水庫,2020-02-19,65.31
鯉魚潭水庫,2020-02-19,58.33
德基水庫,2020-02-19,57.65
石岡壩,2020-02-19,15.51
霧社水庫,2020-02-19,4.64
日月潭水庫,2020-02-19,83.83
湖山水庫,2020-02-19,42.87
仁義潭水庫,2020-02-19,52.15
白河水庫,2020-02-19,12.01
烏山頭水庫,2020-02-19,85.37
曾文水庫,2020-02-19,43.95
南化水庫,2020-02-19,47.53
阿公店水庫,2020-02-19,62.71
牡丹水庫,2020-02-19,61.54
石門水庫,2020-11-07,48.83
新山水庫,2020-11-07,89.63
翡翠水庫,2020-11-07,80.3
寶山第二水庫,2020-11-07,54.73
永和山水庫,2020-11-07,40.95
明德水庫,2020-11-07,19.5
鯉魚潭水庫,2020-11-07,49.31
德基水庫,2020-11-07,48.38
石岡壩,2020-11-07,59.25
霧社水庫,2020-11-07,13.98
日月潭水庫,2020-11-07,70.68
湖山水庫,2020-11-07,96.55
仁義潭水庫,2020-11-07,81.11
白河水庫,2020-11-07,7.67
烏山頭水庫,2020-11-07,78.64
曾文水庫,2020-11-07,23.18
南化水庫,2020-11-07,93.43
阿公店水庫,2020-11-07,100.0
牡丹水庫,2020-11-07,80.2
石門水庫,2020-02-25,58.6
新山水庫,2020-02-25,93.11
翡翠水庫,2020-02-25,82.46
寶山第二水庫,2020-02-25,45.57
永和山水庫,2020-02-25,42.27
明德水庫,2020-02-25,65.1
鯉魚潭水庫,2020-02-25,53.75
德基水庫,2020-02-25,51.96
石岡壩,2020-02-25,17.16
霧社水庫,2020-02-25,4.22
日月潭水庫,2020-02-25,79.14
湖山水庫,2020-02-25,40.31
仁義潭水庫,2020-02-25,49.32
白河水庫,2020-02-25,9.7
烏山頭水庫,2020-02-25,73.44
曾文水庫,2020-02-25,40.62
南化水庫,2020-02-25,44.91
阿公店水庫,2020-02-25,58.87
牡丹水庫,2020-02-25,60.67
石門水庫,2020-02-24,59.78
新山水庫,2020-02-24,93.16
翡翠水庫,2020-02-24,82.79
寶山第二水庫,2020-02-24,46.39
永和山水庫,2020-02-24,42.85
明德水庫,2020-02-24,65.2
鯉魚潭水庫,2020-02-24,54.52
德基水庫,2020-02-24,52.95
石岡壩,2020-02-24,17.36
霧社水庫,2020-02-24,5.13
日月潭水庫,2020-02-24,80.14
湖山水庫,2020-02-24,40.72
仁義潭水庫,2020-02-24,49.94
白河水庫,2020-02-24,9.84
烏山頭水庫,2020-02-24,74.72
曾文水庫,2020-02-24,41.21
南化水庫,2020-02-24,45.37
阿公店水庫,2020-02-24,58.87
牡丹水庫,2020-02-24,60.78
石門水庫,2020-11-06,49.05
新山水庫,2020-11-06,89.63
翡翠水庫,2020-11-06,79.3
寶山第二水庫,2020-11-06,55.18
永和山水庫,2020-11-06,41.25
明德水庫,2020-11-06,19.58
鯉魚潭水庫,2020-11-06,49.77
德基水庫,2020-11-06,48.97
石岡壩,2020-11-06,60.23
霧社水庫,2020-11-06,13.52
日月潭水庫,2020-11-06,74.37
湖山水庫,2020-11-06,96.79
仁義潭水庫,2020-11-06,81.37
白河水庫,2020-11-06,8.25
烏山頭水庫,2020-11-06,80.92
曾文水庫,2020-11-06,23.12
南化水庫,2020-11-06,93.8
阿公店水庫,2020-11-06,99.42
石門水庫,2020-02-18,64.48
新山水庫,2020-02-18,93.26
翡翠水庫,2020-02-18,84.93
寶山第二水庫,2020-02-18,50.93
永和山水庫,2020-02-18,46.22
明德水庫,2020-02-18,65.31
鯉魚潭水庫,2020-02-18,59.12
德基水庫,2020-02-18,58.65
石岡壩,2020-02-18,20.04
霧社水庫,2020-02-18,4.75
日月潭水庫,2020-02-18,83.71
湖山水庫,2020-02-18,43.37
仁義潭水庫,2020-02-18,52.63
白河水庫,2020-02-18,12.45
烏山頭水庫,2020-02-18,87.54
曾文水庫,2020-02-18,44.53
南化水庫,2020-02-18,47.97
牡丹水庫,2020-02-18,61.69
石門水庫,2020-11-12,48.75
新山水庫,2020-11-12,90.07
翡翠水庫,2020-11-12,83.94
寶山第二水庫,2020-11-12,52.57
永和山水庫,2020-11-12,39.4
明德水庫,2020-11-12,19.07
鯉魚潭水庫,2020-11-12,47.02
德基水庫,2020-11-12,45.53
石岡壩,2020-11-12,45.57
霧社水庫,2020-11-12,14.13
日月潭水庫,2020-11-12,71.7
湖山水庫,2020-11-12,95.21
仁義潭水庫,2020-11-12,79.81
白河水庫,2020-11-12,7.67
烏山頭水庫,2020-11-12,72.6
曾文水庫,2020-11-12,23.48
南化水庫,2020-11-12,92.61
阿公店水庫,2020-11-12,100.0
牡丹水庫,2020-11-12,86.59
石門水庫,2020-08-13,52.21
新山水庫,2020-08-13,84.36
翡翠水庫,2020-08-13,59.78
寶山第二水庫,2020-08-13,73.54
永和山水庫,2020-08-13,53.94
明德水庫,2020-08-13,48.81
鯉魚潭水庫,2020-08-13,79.09
德基水庫,2020-08-13,68.33
石岡壩,2020-08-13,41.77
霧社水庫,2020-08-13,68.03
日月潭水庫,2020-08-13,95.22
湖山水庫,2020-08-13,99.26
仁義潭水庫,2020-08-13,95.3
白河水庫,2020-08-13,31.69
烏山頭水庫,2020-08-13,71.44
曾文水庫,2020-08-13,31.21
南化水庫,2020-08-13,96.48
阿公店水庫,2020-08-13,0.2
牡丹水庫,2020-08-13,73.51
石門水庫,2020-08-07,52.49
新山水庫,2020-08-07,84.89
翡翠水庫,2020-08-07,61.91
寶山第二水庫,2020-08-07,73.48
永和山水庫,2020-08-07,55.24
明德水庫,2020-08-07,54.17
鯉魚潭水庫,2020-08-07,78.92
德基水庫,2020-08-07,67.27
石岡壩,2020-08-07,29.97
霧社水庫,2020-08-07,68.03
日月潭水庫,2020-08-07,97.98
湖山水庫,2020-08-07,99.38
仁義潭水庫,2020-08-07,92.97
白河水庫,2020-08-07,22.57
烏山頭水庫,2020-08-07,77.26
曾文水庫,2020-08-07,28.65
南化水庫,2020-08-07,95.57
阿公店水庫,2020-08-07,1.58
牡丹水庫,2020-08-07,70.72
石門水庫,2020-06-20,69.23
新山水庫,2020-06-20,95.51
翡翠水庫,2020-06-20,70.86
寶山第二水庫,2020-06-20,100.0
永和山水庫,2020-06-20,69.77
明德水庫,2020-06-20,93.66
鯉魚潭水庫,2020-06-20,82.37
德基水庫,2020-06-20,67.74
石岡壩,2020-06-20,65.91
霧社水庫,2020-06-20,84.03
日月潭水庫,2020-06-20,97.54
湖山水庫,2020-06-20,80.24
仁義潭水庫,2020-06-20,67.85
白河水庫,2020-06-20,14.91
烏山頭水庫,2020-06-20,79.89
曾文水庫,2020-06-20,34.9
南化水庫,2020-06-20,88.91
阿公店水庫,2020-06-20,3.53
牡丹水庫,2020-06-20,60.65
石門水庫,2020-06-08,70.48
新山水庫,2020-06-08,96.56
翡翠水庫,2020-06-08,74.72
寶山第二水庫,2020-06-08,100.0
永和山水庫,2020-06-08,62.98
明德水庫,2020-06-08,95.92
鯉魚潭水庫,2020-06-08,68.33
德基水庫,2020-06-08,54.95
石岡壩,2020-06-08,47.66
霧社水庫,2020-06-08,93.42
日月潭水庫,2020-06-08,97.6
湖山水庫,2020-06-08,61.15
仁義潭水庫,2020-06-08,61.41
白河水庫,2020-06-08,14.91
烏山頭水庫,2020-06-08,82.2
曾文水庫,2020-06-08,31.59
南化水庫,2020-06-08,75.06
阿公店水庫,2020-06-08,6.14
牡丹水庫,2020-06-08,58.28
石門水庫,2020-04-22,39.28
新山水庫,2020-04-22,96.46
翡翠水庫,2020-04-22,76.38
寶山第二水庫,2020-04-22,48.47
永和山水庫,2020-04-22,39.63
明德水庫,2020-04-22,60.23
鯉魚潭水庫,2020-04-22,34.94
德基水庫,2020-04-22,20.25
石岡壩,2020-04-22,25.37
霧社水庫,2020-04-22,3.96
日月潭水庫,2020-04-22,67.42
湖山水庫,2020-04-22,23.29
仁義潭水庫,2020-04-22,23.84
白河水庫,2020-04-22,0.29
烏山頭水庫,2020-04-22,77.66
曾文水庫,2020-04-22,13.95
南化水庫,2020-04-22,24.08
阿公店水庫,2020-04-22,23.12
牡丹水庫,2020-04-22,48.96
石門水庫,2020-04-08,42.3
新山水庫,2020-04-08,93.96
翡翠水庫,2020-04-08,78.36
寶山第二水庫,2020-04-08,43.67
永和山水庫,2020-04-08,37.86
明德水庫,2020-04-08,61.67
鯉魚潭水庫,2020-04-08,37.65
德基水庫,2020-04-08,25.88
石岡壩,2020-04-08,20.73
霧社水庫,2020-04-08,8.06
日月潭水庫,2020-04-08,67.14
湖山水庫,2020-04-08,27.93
仁義潭水庫,2020-04-08,29.52
白河水庫,2020-04-08,2.03
烏山頭水庫,2020-04-08,80.97
曾文水庫,2020-04-08,19.19
南化水庫,2020-04-08,29.3
阿公店水庫,2020-04-08,32.76
牡丹水庫,2020-04-08,52.91
石門水庫,2020-04-20,40.52
新山水庫,2020-04-20,96.16
翡翠水庫,2020-04-20,77.12
寶山第二水庫,2020-04-20,48.69
永和山水庫,2020-04-20,40.02
明德水庫,2020-04-20,61.36
鯉魚潭水庫,2020-04-20,35.82
德基水庫,2020-04-20,21.54
石岡壩,2020-04-20,22.9
霧社水庫,2020-04-20,5.37
日月潭水庫,2020-04-20,68.08
湖山水庫,2020-04-20,24.16
仁義潭水庫,2020-04-20,24.57
白河水庫,2020-04-20,0.29
烏山頭水庫,2020-04-20,79.09
曾文水庫,2020-04-20,14.23
南化水庫,2020-04-20,24.95
阿公店水庫,2020-04-20,25.05
牡丹水庫,2020-04-20,49.57
石門水庫,2020-06-22,68.13
新山水庫,2020-06-22,94.86
翡翠水庫,2020-06-22,70.05
寶山第二水庫,2020-06-22,100.0
永和山水庫,2020-06-22,69.67
明德水庫,2020-06-22,93.31
鯉魚潭水庫,2020-06-22,83.36
德基水庫,2020-06-22,68.26
石岡壩,2020-06-22,49.48
霧社水庫,2020-06-22,83.0
日月潭水庫,2020-06-22,97.92
湖山水庫,2020-06-22,81.39
仁義潭水庫,2020-06-22,66.85
白河水庫,2020-06-22,14.91
烏山頭水庫,2020-06-22,80.44
曾文水庫,2020-06-22,34.48
南化水庫,2020-06-22,89.01
阿公店水庫,2020-06-22,3.32
牡丹水庫,2020-06-22,59.97
石門水庫,2020-08-11,52.35
新山水庫,2020-08-11,85.41
翡翠水庫,2020-08-11,60.56
寶山第二水庫,2020-08-11,72.82
永和山水庫,2020-08-11,53.9
明德水庫,2020-08-11,49.82
鯉魚潭水庫,2020-08-11,79.32
德基水庫,2020-08-11,67.99
石岡壩,2020-08-11,23.89
霧社水庫,2020-08-11,71.03
日月潭水庫,2020-08-11,95.97
湖山水庫,2020-08-11,99.14
仁義潭水庫,2020-08-11,94.94
白河水庫,2020-08-11,28.51
烏山頭水庫,2020-08-11,70.69
曾文水庫,2020-08-11,30.34
南化水庫,2020-08-11,96.7
阿公店水庫,2020-08-11,0.92
牡丹水庫,2020-08-11,71.93
石門水庫,2020-08-05,53.42
新山水庫,2020-08-05,83.88
翡翠水庫,2020-08-05,62.33
寶山第二水庫,2020-08-05,74.57
永和山水庫,2020-08-05,56.06
明德水庫,2020-08-05,56.42
鯉魚潭水庫,2020-08-05,78.53
德基水庫,2020-08-05,66.44
石岡壩,2020-08-05,45.87
霧社水庫,2020-08-05,65.24
日月潭水庫,2020-08-05,97.29
湖山水庫,2020-08-05,99.54
仁義潭水庫,2020-08-05,90.49
白河水庫,2020-08-05,19.1
烏山頭水庫,2020-08-05,77.36
曾文水庫,2020-08-05,27.02
南化水庫,2020-08-05,97.03
阿公店水庫,2020-08-05,1.17
牡丹水庫,2020-08-05,68.44
石門水庫,2020-11-04,49.35
新山水庫,2020-11-04,89.63
翡翠水庫,2020-11-04,78.73
寶山第二水庫,2020-11-04,56.02
永和山水庫,2020-11-04,41.89
明德水庫,2020-11-04,19.81
鯉魚潭水庫,2020-11-04,50.67
德基水庫,2020-11-04,50.15
石岡壩,2020-11-04,56.35
霧社水庫,2020-11-04,12.12
日月潭水庫,2020-11-04,75.17
湖山水庫,2020-11-04,97.26
仁義潭水庫,2020-11-04,81.89
白河水庫,2020-11-04,11.29
烏山頭水庫,2020-11-04,87.48
曾文水庫,2020-11-04,22.99
南化水庫,2020-11-04,94.17
阿公店水庫,2020-11-04,99.83
牡丹水庫,2020-11-04,82.74
石門水庫,2020-11-10,48.61
新山水庫,2020-11-10,90.07
翡翠水庫,2020-11-10,82.79
寶山第二水庫,2020-11-10,53.55
永和山水庫,2020-11-10,39.99
明德水庫,2020-11-10,19.23
鯉魚潭水庫,2020-11-10,47.85
德基水庫,2020-11-10,46.77
石岡壩,2020-11-10,49.48
霧社水庫,2020-11-10,15.24
日月潭水庫,2020-11-10,71.47
湖山水庫,2020-11-10,95.76
仁義潭水庫,2020-11-10,80.41
白河水庫,2020-11-10,7.67
烏山頭水庫,2020-11-10,73.88
曾文水庫,2020-11-10,23.38
南化水庫,2020-11-10,92.85
阿公店水庫,2020-11-10,100.0
牡丹水庫,2020-11-10,85.16
石門水庫,2020-02-26,57.4
新山水庫,2020-02-26,93.11
寶山第二水庫,2020-02-26,44.76
永和山水庫,2020-02-26,41.65
明德水庫,2020-02-26,64.99
鯉魚潭水庫,2020-02-26,53.03
德基水庫,2020-02-26,50.79
石岡壩,2020-02-26,21.93
霧社水庫,2020-02-26,4.84
日月潭水庫,2020-02-26,77.97
湖山水庫,2020-02-26,39.92
仁義潭水庫,2020-02-26,48.69
白河水庫,2020-02-26,9.7
烏山頭水庫,2020-02-26,73.33
曾文水庫,2020-02-26,39.73
南化水庫,2020-02-26,44.41
阿公店水庫,2020-02-26,58.55
牡丹水庫,2020-02-26,60.48
石門水庫,2020-02-27,56.27
新山水庫,2020-02-27,93.11
翡翠水庫,2020-02-27,81.81
寶山第二水庫,2020-02-27,43.93
永和山水庫,2020-02-27,40.98
明德水庫,2020-02-27,64.89
鯉魚潭水庫,2020-02-27,52.34
德基水庫,2020-02-27,49.88
石岡壩,2020-02-27,19.36
霧社水庫,2020-02-27,5.46
日月潭水庫,2020-02-27,77.74
湖山水庫,2020-02-27,39.54
仁義潭水庫,2020-02-27,48.07
白河水庫,2020-02-27,9.7
烏山頭水庫,2020-02-27,75.04
曾文水庫,2020-02-27,39.18
南化水庫,2020-02-27,43.91
阿公店水庫,2020-02-27,58.24
牡丹水庫,2020-02-27,60.29
石門水庫,2020-11-11,48.58
新山水庫,2020-11-11,90.07
翡翠水庫,2020-11-11,83.3
寶山第二水庫,2020-11-11,53.06
永和山水庫,2020-11-11,39.69
明德水庫,2020-11-11,19.19
鯉魚潭水庫,2020-11-11,47.42
德基水庫,2020-11-11,46.24
石岡壩,2020-11-11,49.48
霧社水庫,2020-11-11,14.78
日月潭水庫,2020-11-11,71.19
湖山水庫,2020-11-11,95.49
仁義潭水庫,2020-11-11,80.07
白河水庫,2020-11-11,7.67
烏山頭水庫,2020-11-11,73.34
曾文水庫,2020-11-11,23.42
南化水庫,2020-11-11,92.8
阿公店水庫,2020-11-11,100.0
牡丹水庫,2020-11-11,85.95
石門水庫,2020-11-05,49.24
新山水庫,2020-11-05,89.63
翡翠水庫,2020-11-05,78.93
寶山第二水庫,2020-11-05,55.57
永和山水庫,2020-11-05,41.55
明德水庫,2020-11-05,19.7
鯉魚潭水庫,2020-11-05,50.19
德基水庫,2020-11-05,49.51
石岡壩,2020-11-05,57.31
霧社水庫,2020-11-05,13.0
日月潭水庫,2020-11-05,75.05
湖山水庫,2020-11-05,96.99
仁義潭水庫,2020-11-05,81.63
白河水庫,2020-11-05,9.99
烏山頭水庫,2020-11-05,84.15
曾文水庫,2020-11-05,23.04
南化水庫,2020-11-05,94.01
阿公店水庫,2020-11-05,99.44
牡丹水庫,2020-11-05,82.43
石門水庫,2020-08-04,53.92
新山水庫,2020-08-04,83.26
翡翠水庫,2020-08-04,62.37
寶山第二水庫,2020-08-04,75.3
永和山水庫,2020-08-04,56.39
明德水庫,2020-08-04,57.41
鯉魚潭水庫,2020-08-04,78.14
德基水庫,2020-08-04,65.95
石岡壩,2020-08-04,56.66
霧社水庫,2020-08-04,63.68
日月潭水庫,2020-08-04,96.72
湖山水庫,2020-08-04,99.1
仁義潭水庫,2020-08-04,89.07
白河水庫,2020-08-04,17.94
烏山頭水庫,2020-08-04,77.15
曾文水庫,2020-08-04,26.37
南化水庫,2020-08-04,96.16
阿公店水庫,2020-08-04,3.86
牡丹水庫,2020-08-04,66.62
石門水庫,2020-08-10,51.83
新山水庫,2020-08-10,85.65
翡翠水庫,2020-08-10,60.86
寶山第二水庫,2020-08-10,72.32
永和山水庫,2020-08-10,53.94
明德水庫,2020-08-10,50.75
鯉魚潭水庫,2020-08-10,79.09
德基水庫,2020-08-10,67.79
石岡壩,2020-08-10,33.14
霧社水庫,2020-08-10,73.46
日月潭水庫,2020-08-10,95.85
湖山水庫,2020-08-10,99.46
仁義潭水庫,2020-08-10,95.39
白河水庫,2020-08-10,27.64
烏山頭水庫,2020-08-10,68.05
曾文水庫,2020-08-10,29.88
南化水庫,2020-08-10,96.48
阿公店水庫,2020-08-10,1.44
牡丹水庫,2020-08-10,70.04
石門水庫,2020-06-23,67.28
新山水庫,2020-06-23,94.31
翡翠水庫,2020-06-23,69.63
寶山第二水庫,2020-06-23,99.74
永和山水庫,2020-06-23,69.58
明德水庫,2020-06-23,92.72
鯉魚潭水庫,2020-06-23,83.71
德基水庫,2020-06-23,67.86
石岡壩,2020-06-23,56.99
霧社水庫,2020-06-23,82.22
日月潭水庫,2020-06-23,98.61
湖山水庫,2020-06-23,82.01
仁義潭水庫,2020-06-23,66.51
白河水庫,2020-06-23,14.91
烏山頭水庫,2020-06-23,80.66
曾文水庫,2020-06-23,34.26
南化水庫,2020-06-23,89.06
阿公店水庫,2020-06-23,3.16
牡丹水庫,2020-06-23,59.56
石門水庫,2020-04-21,40.08
新山水庫,2020-04-21,96.16
翡翠水庫,2020-04-21,76.73
寶山第二水庫,2020-04-21,48.57
永和山水庫,2020-04-21,39.85
明德水庫,2020-04-21,60.74
鯉魚潭水庫,2020-04-21,35.46
德基水庫,2020-04-21,20.8
石岡壩,2020-04-21,23.89
霧社水庫,2020-04-21,4.74
日月潭水庫,2020-04-21,67.91
湖山水庫,2020-04-21,23.72
仁義潭水庫,2020-04-21,24.23
白河水庫,2020-04-21,0.29
烏山頭水庫,2020-04-21,78.09
曾文水庫,2020-04-21,13.94
南化水庫,2020-04-21,24.53
阿公店水庫,2020-04-21,24.32
牡丹水庫,2020-04-21,49.28
石門水庫,2020-04-09,42.15
新山水庫,2020-04-09,93.96
翡翠水庫,2020-04-09,78.28
寶山第二水庫,2020-04-09,44.31
永和山水庫,2020-04-09,38.2
明德水庫,2020-04-09,61.77
鯉魚潭水庫,2020-04-09,37.63
德基水庫,2020-04-09,25.97
石岡壩,2020-04-09,19.12
霧社水庫,2020-04-09,8.06
日月潭水庫,2020-04-09,67.14
湖山水庫,2020-04-09,27.79
仁義潭水庫,2020-04-09,29.2
白河水庫,2020-04-09,2.03
烏山頭水庫,2020-04-09,83.1
曾文水庫,2020-04-09,18.69
南化水庫,2020-04-09,28.9
阿公店水庫,2020-04-09,32.37
牡丹水庫,2020-04-09,52.66
石門水庫,2020-04-25,38.35
新山水庫,2020-04-25,95.81
翡翠水庫,2020-04-25,78.18
寶山第二水庫,2020-04-25,49.16
永和山水庫,2020-04-25,39.69
明德水庫,2020-04-25,59.83
鯉魚潭水庫,2020-04-25,35.21
德基水庫,2020-04-25,19.36
石岡壩,2020-04-25,22.66
霧社水庫,2020-04-25,9.1
日月潭水庫,2020-04-25,64.78
湖山水庫,2020-04-25,22.45
仁義潭水庫,2020-04-25,23.28
白河水庫,2020-04-25,0.87
烏山頭水庫,2020-04-25,77.87
曾文水庫,2020-04-25,13.53
南化水庫,2020-04-25,22.88
阿公店水庫,2020-04-25,19.27
牡丹水庫,2020-04-25,48.05
石門水庫,2020-04-19,40.69
新山水庫,2020-04-19,95.56
翡翠水庫,2020-04-19,77.44
寶山第二水庫,2020-04-19,48.76
永和山水庫,2020-04-19,40.15
明德水庫,2020-04-19,61.46
鯉魚潭水庫,2020-04-19,36.13
德基水庫,2020-04-19,22.05
石岡壩,2020-04-19,23.89
霧社水庫,2020-04-19,5.92
日月潭水庫,2020-04-19,65.0
湖山水庫,2020-04-19,24.56
仁義潭水庫,2020-04-19,24.92
白河水庫,2020-04-19,0.58
烏山頭水庫,2020-04-19,79.97
曾文水庫,2020-04-19,14.73
南化水庫,2020-04-19,25.35
阿公店水庫,2020-04-19,25.54
牡丹水庫,2020-04-19,49.83
石門水庫,2020-06-27,64.44
新山水庫,2020-06-27,91.97
翡翠水庫,2020-06-27,68.23
寶山第二水庫,2020-06-27,97.67
永和山水庫,2020-06-27,68.87
明德水庫,2020-06-27,90.13
鯉魚潭水庫,2020-06-27,84.6
德基水庫,2020-06-27,67.88
石岡壩,2020-06-27,24.87
霧社水庫,2020-06-27,82.88
日月潭水庫,2020-06-27,96.91
湖山水庫,2020-06-27,85.67
仁義潭水庫,2020-06-27,67.68
白河水庫,2020-06-27,14.91
烏山頭水庫,2020-06-27,81.43
曾文水庫,2020-06-27,33.38
南化水庫,2020-06-27,89.06
阿公店水庫,2020-06-27,2.48
牡丹水庫,2020-06-27,58.02
石門水庫,2020-08-28,47.28
新山水庫,2020-08-28,75.12
翡翠水庫,2020-08-28,54.43
寶山第二水庫,2020-08-28,74.83
永和山水庫,2020-08-28,58.3
明德水庫,2020-08-28,45.03
鯉魚潭水庫,2020-08-28,77.45
德基水庫,2020-08-28,67.3
石岡壩,2020-08-28,44.98
霧社水庫,2020-08-28,58.02
日月潭水庫,2020-08-28,94.22
湖山水庫,2020-08-28,99.26
仁義潭水庫,2020-08-28,96.56
白河水庫,2020-08-28,83.21
烏山頭水庫,2020-08-28,79.99
曾文水庫,2020-08-28,35.87
南化水庫,2020-08-28,100.0
牡丹水庫,2020-08-28,70.64
石門水庫,2020-08-14,51.86
新山水庫,2020-08-14,83.4
翡翠水庫,2020-08-14,59.42
寶山第二水庫,2020-08-14,74.01
永和山水庫,2020-08-14,53.94
明德水庫,2020-08-14,47.9
鯉魚潭水庫,2020-08-14,79.02
德基水庫,2020-08-14,68.46
石岡壩,2020-08-14,31.55
霧社水庫,2020-08-14,66.89
日月潭水庫,2020-08-14,94.54
湖山水庫,2020-08-14,99.7
仁義潭水庫,2020-08-14,95.21
白河水庫,2020-08-14,31.11
烏山頭水庫,2020-08-14,71.01
曾文水庫,2020-08-14,31.52
南化水庫,2020-08-14,96.27
牡丹水庫,2020-08-14,73.25
石門水庫,2020-02-23,61.04
新山水庫,2020-02-23,93.16
翡翠水庫,2020-02-23,83.05
寶山第二水庫,2020-02-23,47.2
永和山水庫,2020-02-23,43.47
明德水庫,2020-02-23,65.31
鯉魚潭水庫,2020-02-23,55.25
德基水庫,2020-02-23,53.66
石岡壩,2020-02-23,18.0
霧社水庫,2020-02-23,4.84
日月潭水庫,2020-02-23,77.27
湖山水庫,2020-02-23,41.11
仁義潭水庫,2020-02-23,50.41
白河水庫,2020-02-23,10.27
烏山頭水庫,2020-02-23,76.89
曾文水庫,2020-02-23,41.77
南化水庫,2020-02-23,45.79
阿公店水庫,2020-02-23,59.34
牡丹水庫,2020-02-23,60.9
石門水庫,2020-11-29,49.6
新山水庫,2020-11-29,91.04
翡翠水庫,2020-11-29,93.89
寶山第二水庫,2020-11-29,43.66
永和山水庫,2020-11-29,33.86
明德水庫,2020-11-29,17.53
鯉魚潭水庫,2020-11-29,39.84
德基水庫,2020-11-29,38.49
石岡壩,2020-11-29,28.93
霧社水庫,2020-11-29,15.04
日月潭水庫,2020-11-29,69.79
湖山水庫,2020-11-29,87.69
仁義潭水庫,2020-11-29,74.73
白河水庫,2020-11-29,7.67
烏山頭水庫,2020-11-29,67.01
曾文水庫,2020-11-29,23.06
南化水庫,2020-11-29,88.39
阿公店水庫,2020-11-29,100.0
牡丹水庫,2020-11-29,87.54
石門水庫,2020-11-01,49.86
新山水庫,2020-11-01,89.63
翡翠水庫,2020-11-01,78.06
寶山第二水庫,2020-11-01,57.1
永和山水庫,2020-11-01,42.85
明德水庫,2020-11-01,20.13
鯉魚潭水庫,2020-11-01,52.12
德基水庫,2020-11-01,51.93
石岡壩,2020-11-01,56.35
霧社水庫,2020-11-01,9.31
日月潭水庫,2020-11-01,74.48
湖山水庫,2020-11-01,97.98
仁義潭水庫,2020-11-01,82.76
白河水庫,2020-11-01,14.47
烏山頭水庫,2020-11-01,89.47
曾文水庫,2020-11-01,23.18
