ReservoirName,RecordTime,WaterStorageRate
南化水庫,2014-01-29,53.11
牡丹水庫,2014-01-29,72.34
石門水庫,2014-12-23,58.19
新山水庫,2014-12-23,81.49
翡翠水庫,2014-12-23,93.25
寶山第二水庫,2014-12-23,50.33
永和山水庫,2014-12-23,55.2
明德水庫,2014-12-23,29.33
鯉魚潭水庫,2014-12-23,53.28
德基水庫,2014-12-23,70.56
石岡壩,2014-12-23,15.63
霧社水庫,2014-12-23,58.02
日月潭水庫,2014-12-23,97.93
仁義潭水庫,2014-12-23,57.81
白河水庫,2014-12-23,27.93
烏山頭水庫,2014-12-23,57.33
曾文水庫,2014-12-23,55.57
南化水庫,2014-12-23,72.21
阿公店水庫,2014-12-23,95.28
牡丹水庫,2014-12-23,66.83
石門水庫,2014-12-22,58.43
新山水庫,2014-12-22,81.72
翡翠水庫,2014-12-22,93.54
寶山第二水庫,2014-12-22,50.63
永和山水庫,2014-12-22,55.69
明德水庫,2014-12-22,29.61
鯉魚潭水庫,2014-12-22,53.58
德基水庫,2014-12-22,70.61
石岡壩,2014-12-22,16.95
霧社水庫,2014-12-22,57.63
日月潭水庫,2014-12-22,98.37
仁義潭水庫,2014-12-22,58.29
白河水庫,2014-12-22,28.22
烏山頭水庫,2014-12-22,54.27
曾文水庫,2014-12-22,56.19
南化水庫,2014-12-22,72.7
阿公店水庫,2014-12-22,95.62
牡丹水庫,2014-12-22,67.11
石門水庫,2014-01-28,94.08
新山水庫,2014-01-28,80.39
翡翠水庫,2014-01-28,90.63
寶山第二水庫,2014-01-28,98.12
永和山水庫,2014-01-28,82.4
明德水庫,2014-01-28,86.27
鯉魚潭水庫,2014-01-28,88.05
德基水庫,2014-01-28,96.06
石岡壩,2014-01-28,44.85
霧社水庫,2014-01-28,95.26
日月潭水庫,2014-01-28,95.75
仁義潭水庫,2014-01-28,45.81
烏山頭水庫,2014-01-28,76.25
曾文水庫,2014-01-28,52.92
南化水庫,2014-01-28,53.61
阿公店水庫,2014-01-28,73.17
牡丹水庫,2014-01-28,72.59
石門水庫,2014-01-14,97.96
新山水庫,2014-01-14,79.24
翡翠水庫,2014-01-14,92.61
寶山第二水庫,2014-01-14,99.63
永和山水庫,2014-01-14,87.95
明德水庫,2014-01-14,88.87
鯉魚潭水庫,2014-01-14,91.73
德基水庫,2014-01-14,98.22
石岡壩,2014-01-14,20.06
霧社水庫,2014-01-14,97.52
日月潭水庫,2014-01-14,100.0
仁義潭水庫,2014-01-14,50.53
烏山頭水庫,2014-01-14,74.64
曾文水庫,2014-01-14,60.69
南化水庫,2014-01-14,59.91
阿公店水庫,2014-01-14,81.54
牡丹水庫,2014-01-14,76.41
石門水庫,2014-10-20,83.9
新山水庫,2014-10-20,74.09
翡翠水庫,2014-10-20,77.05
寶山第二水庫,2014-10-20,86.76
永和山水庫,2014-10-20,90.8
明德水庫,2014-10-20,51.97
鯉魚潭水庫,2014-10-20,77.73
德基水庫,2014-10-20,81.99
石岡壩,2014-10-20,70.53
霧社水庫,2014-10-20,83.36
日月潭水庫,2014-10-20,91.22
仁義潭水庫,2014-10-20,93.58
白河水庫,2014-10-20,71.78
烏山頭水庫,2014-10-20,69.24
曾文水庫,2014-10-20,66.75
南化水庫,2014-10-20,96.63
阿公店水庫,2014-10-20,63.23
牡丹水庫,2014-10-20,81.84
石門水庫,2014-03-02,82.0
新山水庫,2014-03-02,82.18
翡翠水庫,2014-03-02,91.55
寶山第二水庫,2014-03-02,99.78
永和山水庫,2014-03-02,91.63
明德水庫,2014-03-02,93.09
鯉魚潭水庫,2014-03-02,74.53
德基水庫,2014-03-02,88.64
石岡壩,2014-03-02,24.01
霧社水庫,2014-03-02,51.79
日月潭水庫,2014-03-02,94.63
仁義潭水庫,2014-03-02,36.62
白河水庫,2014-03-02,13.02
烏山頭水庫,2014-03-02,68.13
曾文水庫,2014-03-02,29.72
南化水庫,2014-03-02,40.46
阿公店水庫,2014-03-02,56.8
牡丹水庫,2014-03-02,63.79
石門水庫,2014-03-16,80.17
新山水庫,2014-03-16,82.04
翡翠水庫,2014-03-16,91.36
寶山第二水庫,2014-03-16,99.34
鯉魚潭水庫,2014-03-16,73.59
德基水庫,2014-03-16,85.76
石岡壩,2014-03-16,24.4
霧社水庫,2014-03-16,52.26
日月潭水庫,2014-03-16,94.19
仁義潭水庫,2014-03-16,32.65
白河水庫,2014-03-16,9.84
烏山頭水庫,2014-03-16,85.23
曾文水庫,2014-03-16,19.33
南化水庫,2014-03-16,34.91
阿公店水庫,2014-03-16,49.6
牡丹水庫,2014-03-16,60.66
石門水庫,2014-10-08,78.0
新山水庫,2014-10-08,68.24
翡翠水庫,2014-10-08,69.96
寶山第二水庫,2014-10-08,91.06
永和山水庫,2014-10-08,95.48
明德水庫,2014-10-08,61.88
鯉魚潭水庫,2014-10-08,84.14
德基水庫,2014-10-08,85.2
石岡壩,2014-10-08,56.06
霧社水庫,2014-10-08,93.02
日月潭水庫,2014-10-08,96.75
仁義潭水庫,2014-10-08,98.65
白河水庫,2014-10-08,88.13
烏山頭水庫,2014-10-08,69.83
曾文水庫,2014-10-08,70.45
南化水庫,2014-10-08,98.55
阿公店水庫,2014-10-08,56.52
牡丹水庫,2014-10-08,82.67
石門水庫,2014-05-10,64.68
新山水庫,2014-05-10,82.5
翡翠水庫,2014-05-10,81.45
寶山第二水庫,2014-05-10,96.33
永和山水庫,2014-05-10,96.33
明德水庫,2014-05-10,96.72
鯉魚潭水庫,2014-05-10,70.98
德基水庫,2014-05-10,65.2
石岡壩,2014-05-10,22.07
霧社水庫,2014-05-10,51.89
日月潭水庫,2014-05-10,94.32
仁義潭水庫,2014-05-10,31.4
烏山頭水庫,2014-05-10,35.19
曾文水庫,2014-05-10,12.95
南化水庫,2014-05-10,31.77
阿公店水庫,2014-05-10,33.14
牡丹水庫,2014-05-10,43.67
石門水庫,2014-05-04,54.26
新山水庫,2014-05-04,82.41
翡翠水庫,2014-05-04,78.11
寶山第二水庫,2014-05-04,98.75
永和山水庫,2014-05-04,94.87
明德水庫,2014-05-04,76.96
鯉魚潭水庫,2014-05-04,60.43
德基水庫,2014-05-04,59.85
石岡壩,2014-05-04,25.86
霧社水庫,2014-05-04,0.46
日月潭水庫,2014-05-04,90.17
仁義潭水庫,2014-05-04,23.08
烏山頭水庫,2014-05-04,39.16
曾文水庫,2014-05-04,9.56
南化水庫,2014-05-04,22.74
牡丹水庫,2014-05-04,45.59
石門水庫,2014-07-12,93.02
新山水庫,2014-07-12,80.34
翡翠水庫,2014-07-12,79.92
寶山第二水庫,2014-07-12,99.21
永和山水庫,2014-07-12,94.01
明德水庫,2014-07-12,79.42
鯉魚潭水庫,2014-07-12,99.85
德基水庫,2014-07-12,73.6
石岡壩,2014-07-12,60.37
霧社水庫,2014-07-12,58.14
日月潭水庫,2014-07-12,98.44
仁義潭水庫,2014-07-12,80.75
白河水庫,2014-07-12,47.75
烏山頭水庫,2014-07-12,67.71
曾文水庫,2014-07-12,46.36
南化水庫,2014-07-12,66.07
阿公店水庫,2014-07-12,3.52
牡丹水庫,2014-07-12,43.61
石門水庫,2014-07-06,88.64
新山水庫,2014-07-06,80.98
翡翠水庫,2014-07-06,81.63
寶山第二水庫,2014-07-06,99.09
永和山水庫,2014-07-06,94.26
明德水庫,2014-07-06,83.13
鯉魚潭水庫,2014-07-06,99.85
德基水庫,2014-07-06,77.06
石岡壩,2014-07-06,24.4
霧社水庫,2014-07-06,75.08
日月潭水庫,2014-07-06,91.71
仁義潭水庫,2014-07-06,84.59
白河水庫,2014-07-06,64.54
烏山頭水庫,2014-07-06,78.18
曾文水庫,2014-07-06,47.91
南化水庫,2014-07-06,71.86
阿公店水庫,2014-07-06,4.91
牡丹水庫,2014-07-06,45.34
石門水庫,2014-09-21,71.48
新山水庫,2014-09-21,52.7
翡翠水庫,2014-09-21,63.81
寶山第二水庫,2014-09-21,92.45
永和山水庫,2014-09-21,95.1
明德水庫,2014-09-21,62.37
鯉魚潭水庫,2014-09-21,91.02
德基水庫,2014-09-21,79.38
石岡壩,2014-09-21,21.88
霧社水庫,2014-09-21,62.09
日月潭水庫,2014-09-21,93.57
仁義潭水庫,2014-09-21,96.28
白河水庫,2014-09-21,82.63
烏山頭水庫,2014-09-21,78.83
曾文水庫,2014-09-21,70.52
南化水庫,2014-09-21,95.12
阿公店水庫,2014-09-21,27.45
牡丹水庫,2014-09-21,73.98
石門水庫,2014-09-09,80.68
新山水庫,2014-09-09,63.74
翡翠水庫,2014-09-09,68.46
寶山第二水庫,2014-09-09,96.04
永和山水庫,2014-09-09,97.01
明德水庫,2014-09-09,70.06
鯉魚潭水庫,2014-09-09,95.89
德基水庫,2014-09-09,84.47
石岡壩,2014-09-09,42.69
霧社水庫,2014-09-09,71.81
日月潭水庫,2014-09-09,94.88
仁義潭水庫,2014-09-09,99.49
白河水庫,2014-09-09,77.42
烏山頭水庫,2014-09-09,82.0
曾文水庫,2014-09-09,69.48
南化水庫,2014-09-09,95.17
阿公店水庫,2014-09-09,3.71
牡丹水庫,2014-09-09,72.96
石門水庫,2014-09-23,77.07
新山水庫,2014-09-23,53.32
翡翠水庫,2014-09-23,67.19
寶山第二水庫,2014-09-23,95.03
永和山水庫,2014-09-23,95.54
明德水庫,2014-09-23,68.47
鯉魚潭水庫,2014-09-23,91.13
德基水庫,2014-09-23,81.43
石岡壩,2014-09-23,36.17
霧社水庫,2014-09-23,70.69
日月潭水庫,2014-09-23,96.37
仁義潭水庫,2014-09-23,98.22
白河水庫,2014-09-23,90.3
烏山頭水庫,2014-09-23,78.61
曾文水庫,2014-09-23,72.21
南化水庫,2014-09-23,95.93
阿公店水庫,2014-09-23,29.64
牡丹水庫,2014-09-23,78.61
石門水庫,2014-07-10,91.86
新山水庫,2014-07-10,80.48
翡翠水庫,2014-07-10,80.35
寶山第二水庫,2014-07-10,99.05
永和山水庫,2014-07-10,94.38
明德水庫,2014-07-10,79.65
鯉魚潭水庫,2014-07-10,99.7
德基水庫,2014-07-10,74.81
石岡壩,2014-07-10,56.83
霧社水庫,2014-07-10,63.26
日月潭水庫,2014-07-10,95.13
仁義潭水庫,2014-07-10,82.17
白河水庫,2014-07-10,53.11
烏山頭水庫,2014-07-10,68.33
曾文水庫,2014-07-10,48.0
南化水庫,2014-07-10,68.25
阿公店水庫,2014-07-10,4.69
牡丹水庫,2014-07-10,44.24
石門水庫,2014-07-04,88.52
新山水庫,2014-07-04,81.17
翡翠水庫,2014-07-04,82.44
寶山第二水庫,2014-07-04,99.09
永和山水庫,2014-07-04,94.56
明德水庫,2014-07-04,85.71
鯉魚潭水庫,2014-07-04,99.96
德基水庫,2014-07-04,77.34
石岡壩,2014-07-04,35.15
霧社水庫,2014-07-04,78.99
日月潭水庫,2014-07-04,96.31
仁義潭水庫,2014-07-04,85.18
白河水庫,2014-07-04,67.15
烏山頭水庫,2014-07-04,73.59
曾文水庫,2014-07-04,49.15
南化水庫,2014-07-04,73.6
牡丹水庫,2014-07-04,45.75
石門水庫,2014-05-12,65.45
新山水庫,2014-05-12,82.08
翡翠水庫,2014-05-12,82.03
寶山第二水庫,2014-05-12,96.74
永和山水庫,2014-05-12,96.82
明德水庫,2014-05-12,95.9
鯉魚潭水庫,2014-05-12,74.84
德基水庫,2014-05-12,66.84
石岡壩,2014-05-12,24.21
霧社水庫,2014-05-12,51.98
日月潭水庫,2014-05-12,97.68
仁義潭水庫,2014-05-12,32.06
烏山頭水庫,2014-05-12,33.75
曾文水庫,2014-05-12,13.34
南化水庫,2014-05-12,34.84
阿公店水庫,2014-05-12,33.82
牡丹水庫,2014-05-12,43.05
石門水庫,2014-05-06,59.0
新山水庫,2014-05-06,81.53
翡翠水庫,2014-05-06,79.9
寶山第二水庫,2014-05-06,98.16
永和山水庫,2014-05-06,95.17
明德水庫,2014-05-06,87.84
鯉魚潭水庫,2014-05-06,64.3
德基水庫,2014-05-06,64.5
石岡壩,2014-05-06,24.62
霧社水庫,2014-05-06,8.27
日月潭水庫,2014-05-06,93.82
仁義潭水庫,2014-05-06,24.89
烏山頭水庫,2014-05-06,37.91
曾文水庫,2014-05-06,11.04
南化水庫,2014-05-06,24.46
阿公店水庫,2014-05-06,31.66
牡丹水庫,2014-05-06,44.71
石門水庫,2014-03-14,80.02
新山水庫,2014-03-14,81.72
翡翠水庫,2014-03-14,91.39
寶山第二水庫,2014-03-14,99.02
永和山水庫,2014-03-14,94.44
鯉魚潭水庫,2014-03-14,73.0
德基水庫,2014-03-14,85.76
石岡壩,2014-03-14,22.63
霧社水庫,2014-03-14,45.15
日月潭水庫,2014-03-14,97.87
仁義潭水庫,2014-03-14,33.19
白河水庫,2014-03-14,10.42
烏山頭水庫,2014-03-14,77.31
曾文水庫,2014-03-14,21.32
南化水庫,2014-03-14,35.6
阿公店水庫,2014-03-14,50.65
牡丹水庫,2014-03-14,61.07
石門水庫,2014-10-22,83.19
新山水庫,2014-10-22,73.42
翡翠水庫,2014-10-22,76.58
寶山第二水庫,2014-10-22,85.67
永和山水庫,2014-10-22,90.15
明德水庫,2014-10-22,51.71
鯉魚潭水庫,2014-10-22,76.48
德基水庫,2014-10-22,81.0
石岡壩,2014-10-22,67.34
霧社水庫,2014-10-22,79.59
日月潭水庫,2014-10-22,90.42
仁義潭水庫,2014-10-22,92.4
白河水庫,2014-10-22,67.15
烏山頭水庫,2014-10-22,62.59
曾文水庫,2014-10-22,66.4
南化水庫,2014-10-22,96.13
阿公店水庫,2014-10-22,65.44
牡丹水庫,2014-10-22,81.61
石門水庫,2014-03-28,72.78
新山水庫,2014-03-28,81.76
翡翠水庫,2014-03-28,88.66
寶山第二水庫,2014-03-28,99.75
永和山水庫,2014-03-28,95.66
明德水庫,2014-03-28,89.11
鯉魚潭水庫,2014-03-28,70.34
德基水庫,2014-03-28,77.28
石岡壩,2014-03-28,23.42
霧社水庫,2014-03-28,24.56
日月潭水庫,2014-03-28,91.59
仁義潭水庫,2014-03-28,29.36
烏山頭水庫,2014-03-28,78.29
曾文水庫,2014-03-28,15.4
南化水庫,2014-03-28,29.99
阿公店水庫,2014-03-28,43.7
牡丹水庫,2014-03-28,63.94
石門水庫,2014-01-02,98.13
新山水庫,2014-01-02,81.58
翡翠水庫,2014-01-02,95.28
寶山第二水庫,2014-01-02,99.73
永和山水庫,2014-01-02,88.42
明德水庫,2014-01-02,89.69
鯉魚潭水庫,2014-01-02,92.66
德基水庫,2014-01-02,98.27
石岡壩,2014-01-02,19.54
霧社水庫,2014-01-02,96.72
日月潭水庫,2014-01-02,100.0
仁義潭水庫,2014-01-02,54.42
烏山頭水庫,2014-01-02,67.51
曾文水庫,2014-01-02,63.39
南化水庫,2014-01-02,65.37
阿公店水庫,2014-01-02,88.63
牡丹水庫,2014-01-02,80.22
石門水庫,2014-01-16,97.66
新山水庫,2014-01-16,79.24
翡翠水庫,2014-01-16,93.35
寶山第二水庫,2014-01-16,99.65
永和山水庫,2014-01-16,87.31
明德水庫,2014-01-16,88.52
鯉魚潭水庫,2014-01-16,91.63
德基水庫,2014-01-16,98.56
石岡壩,2014-01-16,19.89
霧社水庫,2014-01-16,97.34
日月潭水庫,2014-01-16,100.0
仁義潭水庫,2014-01-16,49.92
烏山頭水庫,2014-01-16,72.96
曾文水庫,2014-01-16,60.74
南化水庫,2014-01-16,58.97
阿公店水庫,2014-01-16,80.41
牡丹水庫,2014-01-16,75.84
石門水庫,2014-12-08,61.21
新山水庫,2014-12-08,81.95
翡翠水庫,2014-12-08,89.5
寶山第二水庫,2014-12-08,53.08
永和山水庫,2014-12-08,63.11
明德水庫,2014-12-08,31.08
鯉魚潭水庫,2014-12-08,57.02
德基水庫,2014-12-08,69.67
石岡壩,2014-12-08,22.25
霧社水庫,2014-12-08,42.93
日月潭水庫,2014-12-08,97.62
仁義潭水庫,2014-12-08,66.45
白河水庫,2014-12-08,42.4
烏山頭水庫,2014-12-08,64.24
曾文水庫,2014-12-08,56.19
南化水庫,2014-12-08,78.42
阿公店水庫,2014-12-08,94.59
牡丹水庫,2014-12-08,70.3
石門水庫,2014-12-20,59.21
新山水庫,2014-12-20,81.67
翡翠水庫,2014-12-20,94.02
寶山第二水庫,2014-12-20,50.82
永和山水庫,2014-12-20,56.68
明德水庫,2014-12-20,30.01
鯉魚潭水庫,2014-12-20,54.08
德基水庫,2014-12-20,70.39
石岡壩,2014-12-20,19.72
霧社水庫,2014-12-20,55.8
日月潭水庫,2014-12-20,98.06
仁義潭水庫,2014-12-20,59.25
白河水庫,2014-12-20,28.94
烏山頭水庫,2014-12-20,55.79
曾文水庫,2014-12-20,56.67
南化水庫,2014-12-20,73.46
阿公店水庫,2014-12-20,95.8
牡丹水庫,2014-12-20,67.63
石門水庫,2014-12-21,59.15
新山水庫,2014-12-21,81.67
翡翠水庫,2014-12-21,93.78
寶山第二水庫,2014-12-21,50.82
永和山水庫,2014-12-21,56.22
明德水庫,2014-12-21,29.78
鯉魚潭水庫,2014-12-21,53.83
德基水庫,2014-12-21,70.67
石岡壩,2014-12-21,17.73
霧社水庫,2014-12-21,57.1
日月潭水庫,2014-12-21,97.87
仁義潭水庫,2014-12-21,58.77
白河水庫,2014-12-21,28.51
烏山頭水庫,2014-12-21,55.07
曾文水庫,2014-12-21,56.7
南化水庫,2014-12-21,73.11
阿公店水庫,2014-12-21,95.62
牡丹水庫,2014-12-21,67.35
石門水庫,2014-12-09,61.46
新山水庫,2014-12-09,81.99
翡翠水庫,2014-12-09,90.81
寶山第二水庫,2014-12-09,52.71
永和山水庫,2014-12-09,62.61
明德水庫,2014-12-09,31.02
鯉魚潭水庫,2014-12-09,56.76
德基水庫,2014-12-09,69.78
石岡壩,2014-12-09,21.69
日月潭水庫,2014-12-09,96.93
仁義潭水庫,2014-12-09,65.96
白河水庫,2014-12-09,40.81
烏山頭水庫,2014-12-09,63.66
曾文水庫,2014-12-09,56.22
南化水庫,2014-12-09,78.15
阿公店水庫,2014-12-09,94.59
牡丹水庫,2014-12-09,70.05
石門水庫,2014-01-17,97.49
新山水庫,2014-01-17,79.24
翡翠水庫,2014-01-17,93.33
寶山第二水庫,2014-01-17,99.71
永和山水庫,2014-01-17,86.91
明德水庫,2014-01-17,88.4
鯉魚潭水庫,2014-01-17,91.2
德基水庫,2014-01-17,98.3
石岡壩,2014-01-17,19.89
霧社水庫,2014-01-17,97.46
日月潭水庫,2014-01-17,100.0
仁義潭水庫,2014-01-17,49.61
烏山頭水庫,2014-01-17,72.12
曾文水庫,2014-01-17,60.78
南化水庫,2014-01-17,58.54
阿公店水庫,2014-01-17,79.61
牡丹水庫,2014-01-17,75.58
石門水庫,2014-01-03,98.85
新山水庫,2014-01-03,81.62
翡翠水庫,2014-01-03,95.01
寶山第二水庫,2014-01-03,99.76
永和山水庫,2014-01-03,89.08
明德水庫,2014-01-03,89.69
鯉魚潭水庫,2014-01-03,92.73
德基水庫,2014-01-03,98.59
石岡壩,2014-01-03,18.38
霧社水庫,2014-01-03,97.21
日月潭水庫,2014-01-03,100.0
仁義潭水庫,2014-01-03,54.11
烏山頭水庫,2014-01-03,66.71
曾文水庫,2014-01-03,63.42
南化水庫,2014-01-03,64.91
阿公店水庫,2014-01-03,87.63
牡丹水庫,2014-01-03,79.34
石門水庫,2014-03-29,71.68
新山水庫,2014-03-29,81.49
翡翠水庫,2014-03-29,88.4
寶山第二水庫,2014-03-29,99.78
永和山水庫,2014-03-29,95.42
明德水庫,2014-03-29,88.17
鯉魚潭水庫,2014-03-29,70.04
德基水庫,2014-03-29,76.94
石岡壩,2014-03-29,26.28
霧社水庫,2014-03-29,22.61
日月潭水庫,2014-03-29,98.44
仁義潭水庫,2014-03-29,29.04
烏山頭水庫,2014-03-29,77.42
曾文水庫,2014-03-29,15.44
南化水庫,2014-03-29,29.48
阿公店水庫,2014-03-29,43.2
牡丹水庫,2014-03-29,57.11
石門水庫,2014-10-23,82.41
新山水庫,2014-10-23,73.16
翡翠水庫,2014-10-23,76.36
寶山第二水庫,2014-10-23,85.08
永和山水庫,2014-10-23,89.25
明德水庫,2014-10-23,51.45
鯉魚潭水庫,2014-10-23,76.48
德基水庫,2014-10-23,80.6
石岡壩,2014-10-23,72.36
霧社水庫,2014-10-23,77.51
日月潭水庫,2014-10-23,91.65
仁義潭水庫,2014-10-23,91.81
白河水庫,2014-10-23,64.83
烏山頭水庫,2014-10-23,62.39
曾文水庫,2014-10-23,65.61
南化水庫,2014-10-23,95.83
阿公店水庫,2014-10-23,66.48
牡丹水庫,2014-10-23,81.43
石門水庫,2014-03-15,79.87
新山水庫,2014-03-15,81.9
翡翠水庫,2014-03-15,91.39
寶山第二水庫,2014-03-15,99.0
德基水庫,2014-03-15,85.91
石岡壩,2014-03-15,24.82
霧社水庫,2014-03-15,48.96
日月潭水庫,2014-03-15,96.44
仁義潭水庫,2014-03-15,32.92
白河水庫,2014-03-15,10.13
烏山頭水庫,2014-03-15,80.79
曾文水庫,2014-03-15,20.34
南化水庫,2014-03-15,35.27
阿公店水庫,2014-03-15,50.26
牡丹水庫,2014-03-15,60.88
石門水庫,2014-03-01,83.12
新山水庫,2014-03-01,81.99
翡翠水庫,2014-03-01,91.73
寶山第二水庫,2014-03-01,99.78
明德水庫,2014-03-01,94.14
鯉魚潭水庫,2014-03-01,75.03
德基水庫,2014-03-01,89.06
石岡壩,2014-03-01,25.45
霧社水庫,2014-03-01,52.87
日月潭水庫,2014-03-01,95.26
仁義潭水庫,2014-03-01,36.9
白河水庫,2014-03-01,13.31
烏山頭水庫,2014-03-01,68.53
曾文水庫,2014-03-01,30.72
南化水庫,2014-03-01,40.84
阿公店水庫,2014-03-01,57.36
牡丹水庫,2014-03-01,64.02
石門水庫,2014-05-07,61.06
新山水庫,2014-05-07,81.49
翡翠水庫,2014-05-07,80.72
寶山第二水庫,2014-05-07,97.71
永和山水庫,2014-05-07,94.74
明德水庫,2014-05-07,90.98
鯉魚潭水庫,2014-05-07,66.3
德基水庫,2014-05-07,65.53
石岡壩,2014-05-07,26.93
霧社水庫,2014-05-07,30.32
日月潭水庫,2014-05-07,94.01
仁義潭水庫,2014-05-07,28.48
烏山頭水庫,2014-05-07,37.23
曾文水庫,2014-05-07,11.82
南化水庫,2014-05-07,26.34
阿公店水庫,2014-05-07,32.79
牡丹水庫,2014-05-07,44.43
石門水庫,2014-05-13,65.58
新山水庫,2014-05-13,82.04
翡翠水庫,2014-05-13,82.36
寶山第二水庫,2014-05-13,97.23
永和山水庫,2014-05-13,96.64
明德水庫,2014-05-13,95.2
鯉魚潭水庫,2014-05-13,76.04
德基水庫,2014-05-13,66.17
石岡壩,2014-05-13,24.4
霧社水庫,2014-05-13,52.96
日月潭水庫,2014-05-13,98.81
仁義潭水庫,2014-05-13,32.92
烏山頭水庫,2014-05-13,33.26
曾文水庫,2014-05-13,13.93
南化水庫,2014-05-13,36.48
阿公店水庫,2014-05-13,34.75
牡丹水庫,2014-05-13,42.68
石門水庫,2014-07-05,88.68
新山水庫,2014-07-05,81.06
翡翠水庫,2014-07-05,82.06
寶山第二水庫,2014-07-05,99.1
永和山水庫,2014-07-05,94.44
明德水庫,2014-07-05,84.47
鯉魚潭水庫,2014-07-05,99.81
德基水庫,2014-07-05,76.99
石岡壩,2014-07-05,24.21
霧社水庫,2014-07-05,77.22
日月潭水庫,2014-07-05,94.75
仁義潭水庫,2014-07-05,85.09
白河水庫,2014-07-05,66.57
烏山頭水庫,2014-07-05,75.92
曾文水庫,2014-07-05,48.42
南化水庫,2014-07-05,72.7
阿公店水庫,2014-07-05,4.77
牡丹水庫,2014-07-05,45.53
石門水庫,2014-07-11,92.26
新山水庫,2014-07-11,80.43
翡翠水庫,2014-07-11,80.1
寶山第二水庫,2014-07-11,99.13
永和山水庫,2014-07-11,94.26
明德水庫,2014-07-11,79.53
鯉魚潭水庫,2014-07-11,99.85
德基水庫,2014-07-11,74.25
石岡壩,2014-07-11,73.72
霧社水庫,2014-07-11,60.5
日月潭水庫,2014-07-11,96.56
仁義潭水庫,2014-07-11,81.5
白河水庫,2014-07-11,50.5
烏山頭水庫,2014-07-11,68.53
曾文水庫,2014-07-11,47.19
南化水庫,2014-07-11,67.25
阿公店水庫,2014-07-11,4.19
牡丹水庫,2014-07-11,43.89
石門水庫,2014-09-22,75.94
新山水庫,2014-09-22,52.52
翡翠水庫,2014-09-22,66.68
寶山第二水庫,2014-09-22,94.51
永和山水庫,2014-09-22,95.54
明德水庫,2014-09-22,64.12
鯉魚潭水庫,2014-09-22,91.38
德基水庫,2014-09-22,80.45
石岡壩,2014-09-22,37.99
霧社水庫,2014-09-22,65.12
日月潭水庫,2014-09-22,95.5
仁義潭水庫,2014-09-22,95.86
白河水庫,2014-09-22,87.84
烏山頭水庫,2014-09-22,78.83
曾文水庫,2014-09-22,71.62
南化水庫,2014-09-22,95.57
阿公店水庫,2014-09-22,27.99
牡丹水庫,2014-09-22,76.75
石門水庫,2014-09-26,84.16
新山水庫,2014-09-26,57.6
翡翠水庫,2014-09-26,70.91
寶山第二水庫,2014-09-26,96.08
永和山水庫,2014-09-26,97.37
明德水庫,2014-09-26,69.95
鯉魚潭水庫,2014-09-26,90.56
德基水庫,2014-09-26,83.7
石岡壩,2014-09-26,46.67
霧社水庫,2014-09-26,78.42
日月潭水庫,2014-09-26,98.37
仁義潭水庫,2014-09-26,99.92
白河水庫,2014-09-26,98.84
烏山頭水庫,2014-09-26,69.34
曾文水庫,2014-09-26,74.13
南化水庫,2014-09-26,99.0
阿公店水庫,2014-09-26,39.27
牡丹水庫,2014-09-26,80.51
石門水庫,2014-07-29,89.42
新山水庫,2014-07-29,77.77
翡翠水庫,2014-07-29,77.91
寶山第二水庫,2014-07-29,97.63
永和山水庫,2014-07-29,94.2
明德水庫,2014-07-29,70.27
鯉魚潭水庫,2014-07-29,97.97
德基水庫,2014-07-29,93.36
石岡壩,2014-07-29,24.82
霧社水庫,2014-07-29,77.26
日月潭水庫,2014-07-29,98.75
仁義潭水庫,2014-07-29,94.0
白河水庫,2014-07-29,92.33
烏山頭水庫,2014-07-29,62.98
曾文水庫,2014-07-29,62.76
南化水庫,2014-07-29,82.07
阿公店水庫,2014-07-29,2.29
牡丹水庫,2014-07-29,60.04
石門水庫,2014-07-15,93.83
新山水庫,2014-07-15,80.39
翡翠水庫,2014-07-15,78.7
寶山第二水庫,2014-07-15,98.98
永和山水庫,2014-07-15,93.47
明德水庫,2014-07-15,75.37
鯉魚潭水庫,2014-07-15,99.25
德基水庫,2014-07-15,71.64
石岡壩,2014-07-15,40.06
霧社水庫,2014-07-15,53.57
日月潭水庫,2014-07-15,97.56
仁義潭水庫,2014-07-15,78.25
白河水庫,2014-07-15,39.51
烏山頭水庫,2014-07-15,65.52
曾文水庫,2014-07-15,43.79
南化水庫,2014-07-15,63.21
阿公店水庫,2014-07-15,3.39
牡丹水庫,2014-07-15,42.59
石門水庫,2014-07-01,94.23
新山水庫,2014-07-01,81.21
翡翠水庫,2014-07-01,82.92
寶山第二水庫,2014-07-01,99.25
永和山水庫,2014-07-01,94.44
明德水庫,2014-07-01,86.16
鯉魚潭水庫,2014-07-01,100.0
德基水庫,2014-07-01,78.8
石岡壩,2014-07-01,50.74
霧社水庫,2014-07-01,83.64
日月潭水庫,2014-07-01,97.81
仁義潭水庫,2014-07-01,86.43
白河水庫,2014-07-01,73.37
烏山頭水庫,2014-07-01,72.12
曾文水庫,2014-07-01,50.94
南化水庫,2014-07-01,75.83
阿公店水庫,2014-07-01,4.69
牡丹水庫,2014-07-01,46.52
石門水庫,2014-05-17,67.72
新山水庫,2014-05-17,82.45
翡翠水庫,2014-05-17,82.18
寶山第二水庫,2014-05-17,97.85
永和山水庫,2014-05-17,96.27
明德水庫,2014-05-17,95.66
鯉魚潭水庫,2014-05-17,83.67
